Date,Open,High,Low,Close,Adj Close,Volume
2010-08-02,483.890015,484.700012,481.75,481.980011,481.980011,494900.0
2010-08-03,485.079987,485.399994,481.720001,481.940002,481.940002,575900.0
2010-08-04,483.529999,483.820007,478.100006,479.589996,479.589996,533400.0
2010-08-05,482.880005,483.529999,474.709991,476.470001,476.470001,530800.0
2010-08-06,477.940002,478.519989,474.089996,478.470001,478.470001,545700.0
2010-08-09,479.869995,484.209991,479.790009,483.869995,483.869995,490800.0
2010-08-10,486.049988,486.079987,482.119995,482.160004,482.160004,550200.0
2010-08-11,482.140015,483.26001,474.140015,475.140015,475.140015,605100.0
2010-08-12,468.059998,473.279999,467.359985,470.980011,470.980011,561600.0
2010-08-13,473.959991,477.190002,473.940002,477.170013,477.170013,507400.0
2010-08-16,477.970001,478.0,473.390015,476.079987,476.079987,498600.0
2010-08-17,477.339996,478.290009,476.420013,477.649994,477.649994,563700.0
2010-08-18,480.5,480.790009,478.200012,478.329987,478.329987,472200.0
2010-08-19,480.339996,481.420013,480.339996,480.769989,480.769989,519100.0
2010-08-20,478.619995,480.970001,478.549988,480.380005,480.380005,485300.0
2010-08-23,482.820007,484.01001,477.140015,477.140015,477.140015,487400.0
2010-08-24,478.140015,478.48999,474.420013,474.970001,474.970001,539600.0
2010-08-25,470.600006,472.559998,467.779999,467.809998,467.809998,485900.0
2010-08-26,471.279999,472.109985,464.51001,464.529999,464.529999,550900.0
2010-08-27,464.089996,465.190002,460.48999,461.519989,461.519989,485500.0
2010-08-30,466.929993,467.829987,465.970001,466.089996,466.089996,530700.0
2010-08-31,464.640015,466.029999,462.059998,464.709991,464.709991,517400.0
2010-09-01,467.75,469.76001,467.75,469.75,469.75,563600.0
2010-09-02,474.23999,474.720001,472.549988,473.0,473.0,535700.0
2010-09-03,475.980011,478.369995,475.920013,478.299988,478.299988,597900.0
2010-09-06,482.820007,483.040009,481.649994,482.820007,482.820007,513000.0
2010-09-07,484.149994,484.5,480.070007,480.200012,480.200012,701100.0
2010-09-08,479.329987,480.839996,477.329987,478.600006,478.600006,573600.0
2010-09-09,481.549988,482.540009,479.619995,481.859985,481.859985,543600.0
2010-09-10,484.140015,484.670013,483.089996,484.480011,484.480011,480400.0
2010-09-13,487.070007,487.209991,483.269989,483.48999,483.48999,480800.0
2010-09-14,486.089996,486.130005,481.679993,481.790009,481.790009,526600.0
2010-09-15,483.480011,483.890015,479.609985,481.279999,481.279999,523500.0
2010-09-16,483.230011,484.070007,480.609985,480.619995,480.619995,515700.0
2010-09-17,483.25,483.589996,480.910004,483.25,483.25,588200.0
2010-09-20,484.98999,485.350006,483.459991,483.829987,483.829987,404800.0
2010-09-24,484.75,485.290009,482.859985,485.149994,485.149994,382400.0
2010-09-27,488.23999,488.529999,486.179993,486.290009,486.290009,406200.0
2010-09-28,487.029999,489.170013,486.950012,487.73999,487.73999,524900.0
2010-09-29,489.839996,490.890015,489.600006,489.609985,489.609985,463700.0
2010-09-30,491.690002,493.23999,491.26001,492.75,492.75,473700.0
2010-10-01,494.600006,495.910004,493.140015,495.059998,495.059998,485400.0
2010-10-04,497.920013,498.079987,493.75,493.779999,493.779999,497700.0
2010-10-05,493.369995,495.089996,492.279999,493.549988,493.549988,436800.0
2010-10-06,498.390015,498.48999,496.26001,497.329987,497.329987,474600.0
2010-10-07,499.23999,499.950012,494.589996,496.140015,496.140015,493900.0
2010-10-08,498.369995,498.75,495.079987,497.079987,497.079987,410400.0
2010-10-11,500.320007,500.350006,496.059998,496.799988,496.799988,414400.0
2010-10-12,498.420013,499.0,490.429993,494.079987,494.079987,466200.0
2010-10-13,497.76001,499.190002,496.809998,499.119995,499.119995,497100.0
2010-10-14,502.559998,504.600006,501.98999,504.589996,504.589996,437600.0
2010-10-15,506.619995,509.619995,506.589996,509.589996,509.589996,429300.0
2010-10-18,513.349976,517.409973,512.700012,516.190002,516.190002,491300.0
2010-10-19,519.359985,519.72998,514.580017,514.590027,514.590027,467700.0
2010-10-20,511.299988,520.210022,510.730011,520.210022,520.210022,453900.0
2010-10-21,524.159973,524.830017,522.530029,522.659973,522.659973,516700.0
2010-10-22,525.690002,526.109985,520.840027,523.119995,523.119995,524800.0
2010-10-25,526.179993,526.530029,524.719971,525.859985,525.859985,475800.0
2010-10-26,527.77002,527.77002,525.190002,526.640015,526.640015,551200.0
2010-10-27,528.849976,529.820007,526.030029,528.590027,528.590027,581700.0
2010-10-28,530.630005,531.190002,527.289978,527.359985,527.359985,545100.0
2010-10-29,530.47998,530.530029,522.109985,526.450012,526.450012,463700.0
2010-11-01,528.900024,528.98999,526.72998,527.97998,527.97998,488200.0
2010-11-02,529.809998,530.130005,523.210022,523.929993,523.929993,532100.0
2010-11-03,527.969971,528.75,525.340027,525.890015,525.890015,538600.0
2010-11-04,528.799988,532.72998,528.799988,531.530029,531.530029,577300.0
2010-11-05,536.51001,536.52002,528.659973,528.659973,528.659973,564200.0
2010-11-08,531.109985,531.409973,527.820007,528.469971,528.469971,547100.0
2010-11-09,529.580017,530.140015,526.809998,526.929993,526.929993,469000.0
2010-11-10,526.679993,528.859985,526.679993,528.27002,528.27002,488900.0
2010-11-11,529.650024,529.650024,524.0,524.049988,524.049988,564900.0
2010-11-12,526.140015,526.76001,500.470001,509.350006,509.350006,664200.0
2010-11-15,508.850006,510.200012,500.48999,504.829987,504.829987,549400.0
2010-11-16,506.339996,506.829987,499.040009,503.040009,503.040009,562500.0
2010-11-17,497.179993,505.73999,496.559998,505.73999,505.73999,626300.0
2010-11-18,508.480011,514.140015,508.339996,514.130005,514.130005,526700.0
2010-11-19,517.059998,517.619995,515.48999,517.039978,517.039978,575200.0
2010-11-22,520.25,520.5,515.97998,515.97998,515.97998,549400.0
2010-11-23,518.02002,518.039978,510.700012,511.579987,511.579987,609700.0
2010-11-24,491.570007,505.76001,490.01001,505.320007,505.320007,723200.0
2010-11-25,511.440002,511.98999,508.279999,508.279999,508.279999,655600.0
2010-11-26,510.559998,511.420013,492.019989,493.559998,493.559998,810700.0
2010-11-29,493.450012,497.779999,491.339996,494.329987,494.329987,687300.0
2010-11-30,496.200012,499.230011,493.540009,498.390015,498.390015,702700.0
2010-12-01,499.609985,502.48999,497.630005,502.480011,502.480011,686500.0
2010-12-02,507.279999,508.309998,505.929993,505.940002,505.940002,707000.0
2010-12-03,508.98999,509.380005,502.100006,502.130005,502.130005,670600.0
2010-12-06,505.51001,505.570007,501.5,502.540009,502.540009,582400.0
2010-12-07,503.959991,504.799988,501.640015,504.48999,504.48999,682900.0
2010-12-08,506.339996,507.279999,502.5,502.799988,502.799988,706500.0
2010-12-09,505.0,506.679993,505.0,506.450012,506.450012,633700.0
2010-12-10,508.019989,509.730011,507.869995,509.200012,509.200012,727500.0
2010-12-13,511.809998,513.73999,510.570007,513.409973,513.409973,692000.0
2010-12-14,515.419983,515.820007,514.440002,515.0,515.0,736200.0
2010-12-15,516.429993,516.780029,512.5,514.690002,514.690002,634100.0
2010-12-16,514.169983,515.340027,510.959991,511.709991,511.709991,628400.0
2010-12-17,513.580017,513.77002,510.640015,510.73999,510.73999,579900.0
2010-12-20,503.290009,503.380005,491.859985,497.950012,497.950012,576500.0
2010-12-21,505.23999,508.630005,505.23999,506.670013,506.670013,523900.0
2010-12-22,509.140015,510.369995,505.01001,505.01001,505.01001,574000.0
2010-12-23,507.820007,508.220001,502.380005,502.390015,502.390015,572000.0
2010-12-24,503.769989,504.429993,499.619995,499.630005,499.630005,478900.0
2010-12-27,499.899994,501.470001,496.679993,496.679993,496.679993,553900.0
2010-12-28,497.869995,498.649994,494.950012,494.950012,494.950012,557800.0
2010-12-29,497.220001,502.329987,497.019989,502.309998,502.309998,526700.0
2010-12-30,505.290009,510.720001,505.290009,510.690002,510.690002,623400.0
2011-01-03,515.710022,518.059998,514.51001,518.049988,518.049988,579800.0
2011-01-04,520.73999,522.340027,519.289978,521.349976,521.349976,726900.0
2011-01-05,522.159973,524.409973,519.929993,523.809998,523.809998,640400.0
2011-01-06,527.820007,529.869995,524.440002,527.640015,527.640015,793900.0
2011-01-07,530.75,531.280029,529.869995,530.840027,530.840027,657500.0
2011-01-10,532.960022,534.869995,532.090027,533.97998,533.97998,616800.0
2011-01-11,535.940002,536.840027,531.22998,533.669983,533.669983,740300.0
2011-01-12,536.52002,536.840027,534.940002,535.429993,535.429993,810500.0
2011-01-13,538.609985,538.859985,531.98999,534.27002,534.27002,725800.0
2011-01-14,536.049988,536.190002,533.789978,535.200012,535.200012,636300.0
2011-01-17,538.070007,538.130005,532.159973,533.01001,533.01001,630100.0
2011-01-18,532.679993,534.0,529.0,529.02002,529.02002,688200.0
2011-01-19,532.950012,533.609985,530.109985,532.969971,532.969971,653300.0
2011-01-20,533.580017,535.77002,533.359985,533.359985,533.359985,686500.0
2011-01-21,534.549988,534.650024,525.700012,525.75,525.75,640500.0
2011-01-24,526.840027,527.929993,525.200012,527.090027,527.090027,673800.0
2011-01-25,530.570007,530.669983,522.200012,522.960022,522.960022,770400.0
2011-01-26,524.549988,526.210022,524.179993,524.710022,524.710022,595700.0
2011-01-27,527.650024,528.98999,527.26001,528.630005,528.630005,591500.0
2011-01-28,531.380005,531.76001,526.809998,527.460022,527.460022,613700.0
2011-01-31,523.01001,524.859985,521.380005,521.380005,521.380005,514400.0
2011-02-01,525.099976,526.469971,523.26001,524.5,524.5,538200.0
2011-02-07,530.679993,532.619995,530.679993,531.090027,531.090027,492900.0
2011-02-08,534.460022,535.200012,530.059998,531.469971,531.469971,585200.0
2011-02-09,533.469971,533.789978,524.309998,525.73999,525.73999,724700.0
2011-02-10,526.890015,527.559998,521.659973,522.700012,522.700012,728000.0
2011-02-11,525.909973,526.640015,517.47998,517.72998,517.72998,836500.0
2011-02-14,522.369995,523.169983,517.570007,520.349976,520.349976,651100.0
2011-02-15,521.26001,522.330017,519.299988,520.880005,520.880005,725100.0
2011-02-16,522.099976,524.01001,519.830017,520.080017,520.080017,874000.0
2011-02-17,522.669983,523.549988,508.01001,511.079987,511.079987,861800.0
2011-02-18,513.599976,518.950012,511.920013,518.549988,518.549988,697800.0
2011-02-21,521.469971,522.22998,519.26001,520.590027,520.590027,666200.0
2011-02-22,517.890015,517.890015,508.899994,512.059998,512.059998,665700.0
2011-02-23,509.690002,513.640015,505.23999,507.160004,507.160004,732900.0
2011-02-24,507.220001,509.269989,501.040009,501.109985,501.109985,729000.0
2011-02-25,504.959991,509.410004,502.380005,509.329987,509.329987,605800.0
2011-02-28,510.829987,510.839996,503.170013,504.459991,504.459991,531000.0
2011-03-02,502.480011,507.899994,501.73999,503.459991,503.459991,537100.0
2011-03-03,506.98999,510.950012,506.970001,510.940002,510.940002,513100.0
2011-03-04,514.849976,518.809998,513.590027,518.789978,518.789978,589600.0
2011-03-07,520.210022,522.640015,517.460022,518.77002,518.77002,520000.0
2011-03-08,520.830017,525.130005,517.780029,524.98999,524.98999,583900.0
2011-03-09,528.02002,528.390015,521.900024,522.700012,522.700012,687300.0
2011-03-10,523.700012,523.98999,519.289978,522.169983,522.169983,683500.0
2011-03-11,515.98999,520.099976,514.710022,518.549988,518.549988,645300.0
2011-03-14,514.419983,514.419983,496.119995,502.980011,502.980011,743700.0
2011-03-15,502.859985,507.809998,469.200012,489.440002,489.440002,914200.0
2011-03-16,492.029999,496.179993,486.230011,492.359985,492.359985,669100.0
2011-03-17,482.950012,487.809998,482.359985,487.809998,487.809998,549100.0
2011-03-18,492.309998,495.609985,492.279999,494.790009,494.790009,552100.0
2011-03-21,499.070007,506.549988,499.070007,506.529999,506.529999,613000.0
2011-03-22,510.600006,510.880005,507.799988,507.799988,507.799988,745800.0
2011-03-23,510.73999,511.450012,508.429993,510.170013,510.170013,716300.0
2011-03-24,513.150024,513.890015,512.590027,513.700012,513.700012,585700.0
2011-03-25,517.73999,517.75,513.619995,514.570007,514.570007,727400.0
2011-03-28,516.809998,517.539978,511.75,512.73999,512.73999,601600.0
2011-03-29,514.400024,515.190002,513.179993,514.190002,514.190002,619400.0
2011-03-30,517.47998,521.039978,517.460022,520.210022,520.210022,701600.0
2011-03-31,523.830017,525.419983,522.97998,525.419983,525.419983,616900.0
2011-04-01,528.48999,532.25,527.77002,532.059998,532.059998,656300.0
2011-04-04,535.609985,536.299988,533.349976,534.900024,534.900024,625800.0
2011-04-05,537.530029,538.059998,535.890015,537.659973,537.659973,654400.0
2011-04-06,539.539978,539.539978,533.960022,533.97998,533.97998,743400.0
2011-04-07,536.890015,537.619995,533.169983,534.969971,534.969971,734800.0
