영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,로그 전국스크린수,로그 전국매출액,로그 전국관객수,로그 서울매출액,로그 서울관객수,로그 수정전국매출액,로그 개봉일관객수,로그 개봉일매출액,로그 개봉일매출비율,로그 배우가중치,로그 감독가중치,타겟
오빠생각,2016-01-21,1.0,드라마,2,0.0,1.0,1,6.75110146893676,41.23071835155972,13.882641964666831,21.36486552923533,12.398344533177296,4.389356863654991,11.27043343321954,20.163220381717217,3.288401887516811,-0.7985076962177716,-1.6094379124341003,0
"날, 보러와요",2016-04-07,1.0,기타,0,0.0,0.0,0,6.52649485957079,41.32111980714962,13.87511065513452,21.45560900102694,12.40025689486664,4.479758319244888,10.649985908593068,19.593896358256877,3.288401887516811,-1.0498221244986778,-2.995732273553991,1
수상한 고객들,2011-04-14,1.0,코미디,1,0.0,1.0,1,6.018593214496234,41.217549611595736,13.873166070452436,21.705288315281567,12.735211552776116,4.376188123691004,10.544709660231154,19.416676895855744,3.2386784521643803,-0.2876820724517809,-2.995732273553991,1
쥬만지: 넥스트 레벨,2019-12-11,0.0,액션,2,1.0,0.0,1,7.085901464365611,41.31581499168027,13.869016253187251,21.512615135778912,12.440484470710183,4.474453503775536,11.603698092912076,20.57297027326728,3.370738174177447,0.04879016416943204,-2.3025850929940455,0
그놈이다,2015-10-28,1.0,기타,1,0.0,1.0,0,6.523562306149512,41.235663860447175,13.860783114026733,21.31211885087404,12.318347204012094,4.394302372542445,11.484196718137357,20.20320217358759,3.2846635654062037,0.0,-2.995732273553991,0
동창생,2013-11-06,1.0,액션,1,0.0,1.0,1,6.492239835020471,41.08748178715155,13.859069922466372,21.18278414054228,12.310274990767484,4.24612029924682,11.741422659926142,20.536593428911143,3.5751506887855933,-0.2876820724517809,-2.995732273553991,1
점박이:한반도의 공룡3D,2012-01-26,1.0,애니메이션,3,0.0,1.0,1,6.124683390894205,41.407943432686984,13.855342622665647,21.29779810468609,12.142680134139178,4.566581944782254,10.476104176458326,19.592317322564586,2.3513752571634776,-1.3862943611198906,-2.3025850929940455,0
파괴된 사나이,2010-07-01,1.0,드라마,0,0.0,0.0,0,5.247024072160486,41.20070000955471,13.845346020960829,21.639893711981422,12.658666220492876,4.3593385216499785,11.105032411787397,20.00706740602382,2.9338568698359038,-0.2876820724517809,-1.3862943611198906,1
지오스톰,2017-10-19,0.0,액션,2,1.0,0.0,1,6.74993119378857,41.28175898470322,13.843499196104261,21.46463383581967,12.383159692819005,4.440397496798485,11.382873725609954,20.36641059103997,3.342861804649192,-0.916290731874155,-2.995732273553991,1
오직 그대만,2011-10-20,1.0,멜로/로맨스,1,0.0,1.0,1,6.075346031088684,41.17091103567985,13.842757953097296,21.474128470615565,12.510420076250854,4.329549547775119,10.97399181940497,19.84729857534995,3.139832617527748,-0.5108256237659907,-2.995732273553991,1
개구쟁이 스머프,2011-08-11,0.0,애니메이션,3,1.0,0.0,1,5.988961416889864,41.18808912941901,13.842578882899353,21.397679638360575,12.384515857926464,4.34672764151428,10.795014169263665,19.712999534280993,2.2512917986064953,-0.6931471805599453,-2.3025850929940455,0
로그 원: 스타워즈 스토리,2016-12-28,0.0,액션,2,1.0,0.0,1,6.810142450115136,41.34648983275403,13.834635504706457,21.882560924248455,12.733879272493693,4.505128344849303,11.885192222374805,20.749571002332917,3.109060958860994,-1.3862943611198906,-2.3025850929940455,1
본 레거시,2012-09-06,0.0,액션,1,1.0,0.0,1,6.371611847231857,41.14707832433779,13.831099417838429,21.700515440651593,12.75988879086114,4.305716836433057,11.467404949668419,20.31998658810626,3.505557396986398,-1.0498221244986778,-2.995732273553991,1
더 넌,2018-09-19,0.0,기타,1,1.0,0.0,1,6.714170529909472,41.31617749087385,13.827024022922165,21.53403370442934,12.424649786645103,4.47481600296912,11.500032709428266,20.50932803242075,3.131136910560194,-1.8971199848858813,-2.995732273553991,0
심장이 뛴다,2011-01-05,1.0,드라마,1,0.0,1.0,1,6.09807428216624,41.16391455289118,13.822433538736663,21.56298433209021,12.590763454421861,4.3225530649864465,10.850520851744797,19.752133417313548,3.0007198150650303,-0.2231435513142097,-2.995732273553991,1
셔터 아일랜드,2010-03-18,0.0,드라마,1,0.0,1.0,1,5.616771097666572,41.162591163194165,13.822320318821754,21.800179401863055,12.831941555263553,4.321229675289431,10.764328997415893,19.64442235147304,3.269568939183719,-0.5108256237659907,-2.3025850929940455,1
라푼젤,2011-02-10,0.0,애니메이션,3,1.0,0.0,1,5.793013608384144,41.4571104013229,13.821567179546806,22.068332522310207,12.79769361674224,4.615748913418173,10.000205831412565,19.24850871882156,2.468099531471619,-1.3862943611198906,-2.3025850929940455,0
존 윅 3: 파라벨룸,2019-06-26,0.0,액션,0,0.0,0.0,0,6.744059186311348,41.24867688377855,13.81984813705171,21.696396776082615,12.639045911054936,4.407315395873818,11.791269069342631,20.55976178708275,2.8449093838194073,-1.6094379124341003,-2.995732273553991,0
스카이스크래퍼,2018-07-11,0.0,액션,2,1.0,0.0,1,6.7226297948554485,41.2971161326809,13.81836448164717,21.44506253171353,12.356946533964301,4.455754644776165,11.272317799904377,20.264931456407314,3.0587070727153796,-0.2876820724517809,-2.995732273553991,1
맨 인 더 다크,2016-10-05,0.0,기타,0,1.0,0.0,1,6.508769136971682,41.277597584363804,13.81455710357106,21.57671847718628,12.497420490819136,4.436236096459075,11.022996640917222,19.992496121465745,3.0726933146901194,-2.3025850929940455,-3.4011973816621563,0
염력,2018-01-31,1.0,드라마,1,0.0,1.0,1,7.002155954403621,41.156800050813,13.805565267098405,21.34121544302849,12.383402598304837,4.315438562908263,12.486393943830778,21.203987818872715,3.6216707044204863,-0.3101549283038396,-2.708050201102211,1
방가? 방가!,2010-09-30,1.0,코미디,2,0.0,0.0,0,5.556828061699537,41.10816849029775,13.804470843948682,21.347784276144555,12.40732226429298,4.266807002393021,10.085642428772983,18.954662190295537,2.5877640352277083,-0.916290731874155,-2.708050201102211,1
방황하는 칼날,2014-04-10,1.0,범죄,0,0.0,1.0,1,6.386879319362645,41.19888764715371,13.802850759817483,21.391198486240125,12.366387147061038,4.357526159248983,11.107105293834648,19.991324188377813,3.374168709274236,-0.456758402495715,-2.708050201102211,1
시체가 돌아왔다,2012-03-29,1.0,범죄,1,0.0,1.0,1,6.075346031088684,41.1396834995196,13.801966246492876,21.313788477872627,12.338345746838115,4.298322011614864,10.778914622355282,19.66291274162723,2.8507065015037334,-0.6931471805599453,-3.4011973816621563,0
미쓰 와이프,2015-08-13,1.0,코미디,1,0.0,0.0,0,6.07993319509559,41.13962095956771,13.799650448720335,21.240159295511393,12.309806338629468,4.298259471662976,10.93969238107562,19.81742852717558,1.8082887711792655,-0.5679840376059393,-2.3025850929940455,0
파퍼씨네 펭귄들,2011-09-07,0.0,코미디,3,1.0,0.0,1,5.808142489980444,41.09612177777869,13.795041488644934,21.568531133073698,12.63239537978303,4.254760289873962,9.235813167949214,18.12116222972463,1.589235205116581,-2.3025850929940455,-3.4011973816621563,0
로보캅,2014-02-13,0.0,액션,2,1.0,0.0,1,6.440946540632921,41.13177188100097,13.794806704685929,21.527779358138147,12.552714425185144,4.29041039309624,11.433590007136551,20.31611831437238,3.068052935133617,-0.5108256237659907,-3.4011973816621563,1
원더풀 라디오,2012-01-05,1.0,드라마,1,0.0,1.0,1,6.161207321695077,41.11713776668593,13.79272287983361,21.42566161705518,12.467605795486893,4.275776278781194,11.008264136172082,19.87919925036643,2.9444389791664403,-1.2039728043259361,-2.708050201102211,1
돈 크라이 마미,2012-11-22,1.0,기타,1,0.0,0.0,0,6.095824562432225,41.06217453178487,13.790666483904193,21.198160350046912,12.304482561638718,4.220813043880135,11.583989523401232,20.397415883585595,3.288401887516811,-1.3217558399823197,-3.4011973816621563,0
에픽 : 숲속의 전설,2013-08-07,0.0,애니메이션,3,1.0,0.0,1,6.154858094016418,41.04644791034211,13.78886160799322,21.212058099177657,12.293822499778338,4.205086422437382,10.892043130478765,19.716444360549257,1.9315214116032138,-0.7621400520468967,-3.4011973816621563,0
"고산자, 대동여지도",2016-09-07,1.0,기타,3,0.0,1.0,1,6.639875833826536,41.19517809230258,13.78628152134407,21.371326546141415,12.348348815887958,4.3538166043978475,10.295630986527803,19.19148548228366,2.028148247292285,-0.916290731874155,-2.014903020542265,0
우리는 형제입니다,2014-10-23,1.0,코미디,2,0.0,1.0,1,6.338594078203183,41.12677471129943,13.78543581264699,21.164266478188498,12.200527298474544,4.285413223394702,11.037643932062444,19.92117305531614,3.190476350346503,-0.3101549283038396,-2.3025850929940455,0
프로메테우스,2012-06-06,0.0,기타,0,1.0,0.0,1,6.255750041753367,41.29383331715032,13.785334815454213,21.989844104350237,12.827495549137822,4.452471829245593,12.084345592452049,21.19646311107513,2.803360380906535,-0.7621400520468967,-1.7917594692280554,0
천문: 하늘에 묻는다,2019-12-26,1.0,기타,2,0.0,1.0,1,7.088408778675395,41.19912654504803,13.780529803469006,21.47161204856454,12.463501674810933,4.3577650571433,11.901834270762675,20.60236169821112,2.8390784635086144,-0.5108256237659907,-2.3025850929940455,1
전국노래자랑,2013-05-01,1.0,코미디,2,0.0,1.0,1,6.364750756851911,41.03201406526119,13.778466833450729,21.15281003614578,12.291855768524595,4.190652577356458,11.454204654753882,20.259734020270564,2.4336133554004498,-1.0986122886681098,-2.708050201102211,0
스타워즈: 라스트 제다이,2017-12-14,0.0,액션,2,1.0,0.0,1,7.009408932708637,41.30343340267192,13.774247841340298,21.934616118937836,12.723865938611757,4.462071914767186,11.654824253098235,20.6896885775099,3.3141860046725258,-1.7917594692280554,-2.3025850929940455,0
나랏말싸미,2019-07-24,1.0,기타,3,0.0,0.0,0,7.099201743553092,41.20716229583039,13.773411706942936,21.345030088355713,12.314406735729833,4.365800807925663,11.926762100521316,20.894904239854647,3.4210000089583352,-0.2231435513142097,-3.4011973816621563,0
잭 더 자이언트 킬러,2013-02-28,0.0,기타,2,1.0,0.0,1,6.2285110035911835,41.14224327652364,13.77067426692639,21.464593710271533,12.43297313072209,4.3008817886189075,11.643944955408335,20.527578150093927,2.9806186357439426,-1.4552872326068422,-2.014903020542265,1
허삼관,2015-01-14,1.0,드라마,2,0.0,1.0,1,6.431331081933479,41.146158147097886,13.769649848748655,21.35425101367983,12.358720768512637,4.304796659193154,11.206875735160262,20.128114499294224,2.6602595372658615,-0.3101549283038396,-3.4011973816621563,1
스텝업4 : 레볼루션,2012-08-15,0.0,멜로/로맨스,2,0.0,1.0,1,5.638354669333745,41.11216238452721,13.768283721161572,21.566324366914262,12.579014561932778,4.270800896622475,11.288718848802754,20.244757343656822,1.7404661748405046,-2.014903020542265,-3.4011973816621563,1
불한당: 나쁜 놈들의 세상,2017-05-17,1.0,범죄,0,0.0,1.0,1,6.756932389247553,41.17921822865976,13.766107055741507,21.469607480402235,12.4465294537177,4.337856740755028,11.464480741129416,20.385434517189967,3.353406717825807,-0.40546510810816444,-2.708050201102211,1
새미의 어드벤쳐,2010-12-15,0.0,애니메이션,3,0.0,1.0,1,5.739792912179234,41.332184247204985,13.760647742515086,21.516896384184665,12.295437916602763,4.490822759300257,8.470101583882387,17.529789691710924,0.6418538861723947,-2.014903020542265,-2.3025850929940455,0
월터의 상상은 현실이 된다,2013-12-31,0.0,기타,2,1.0,0.0,1,5.934894195619588,41.07221296135604,13.755412297595344,21.76106024727108,12.825043005412546,4.230851473451308,11.448792195040626,20.283240339487023,2.1162555148025524,-1.4552872326068422,-3.4011973816621563,0
크루즈 패밀리,2013-05-16,0.0,애니메이션,3,0.0,1.0,1,6.263398262591624,41.02189299708962,13.75535176513267,21.290171843685826,12.381810074447113,4.180531509184891,9.554922491560776,18.411846839663077,1.3862943611198906,-0.6286086594223742,-3.4011973816621563,0
미 비포 유,2016-06-01,0.0,멜로/로맨스,2,1.0,0.0,1,6.175867270105761,41.17448099088124,13.753271258256838,21.773293541812,12.746351240695104,4.333119502976515,10.135154674791215,19.058922324122676,1.6486586255873816,-1.6094379124341003,-3.4011973816621563,0
평행이론,2010-02-18,1.0,기타,1,0.0,1.0,1,5.605802066295998,41.076212770593166,13.750469510581537,21.395991663838487,12.430519347374776,4.234851282688436,10.791255345477046,19.66501255563654,2.653241964607215,-2.3025850929940455,-2.708050201102211,0
뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,1.0,애니메이션,3,0.0,1.0,1,6.129050210060545,41.06380304688453,13.742923735967107,21.177645228505018,12.215616953373095,4.222441558979796,9.392661928770137,18.30537089744087,1.0296194171811581,-1.2039728043259361,-2.708050201102211,1
애나벨,2014-10-02,0.0,기타,1,1.0,0.0,1,6.139884552226255,41.1014417837496,13.73842754939042,21.29397576696288,12.313113748210197,4.260080295844865,11.302438974049062,20.210367566731968,2.8507065015037334,-2.014903020542265,-3.4011973816621563,0
슈퍼배드 2,2013-09-12,0.0,애니메이션,3,1.0,0.0,1,6.042632833682381,40.993850422194626,13.737665766435779,21.309441204405754,12.406655609871335,4.152488934289897,8.742254901886351,17.49775555264204,0.26236426446749106,-1.7917594692280554,-2.014903020542265,1
매그니피센트 7,2016-09-14,0.0,액션,1,1.0,0.0,1,6.361302477572996,41.17649178174942,13.73355944711391,21.471841409804984,12.417431023697166,4.335130293844688,11.629552276901949,20.687192964141005,2.451005098112319,-0.40546510810816444,-3.4011973816621563,1
갓 오브 이집트,2016-03-03,0.0,기타,2,0.0,0.0,0,6.42648845745769,41.17347185649435,13.730690959091364,21.505622340783038,12.43683509915762,4.332110368589624,10.947538053211556,19.936346513197208,3.0587070727153796,-1.4552872326068422,-3.4011973816621563,1
주먹왕 랄프,2012-12-19,0.0,애니메이션,3,1.0,0.0,1,5.8888779583328805,41.02941426565311,13.730151996141002,21.328537358041295,12.386037260250411,4.188052777748379,11.474330156210844,20.37016094136617,2.1162555148025524,-1.7917594692280554,-2.708050201102211,1
투어리스트,2010-12-09,0.0,드라마,1,1.0,0.0,1,6.0844994130751715,41.065918350340645,13.727071617035406,21.70850727941876,12.7469598577409,4.224556862435915,11.347130587173226,20.21112601666902,3.4242626545931514,-0.6286086594223742,-3.4011973816621563,0
썬더와 마법저택,2013-12-24,0.0,애니메이션,3,0.0,1.0,1,6.045005314036012,40.954487813381334,13.714745024741982,20.968372816598738,12.09692162163103,4.113126325476602,9.837668211498835,18.667111042041764,0.47000362924573563,-2.708050201102211,-2.3025850929940455,0
월요일이 사라졌다,2018-02-22,0.0,액션,1,0.0,0.0,1,5.872117789475416,41.1575000378563,13.713671612072242,21.431580064140128,12.387919089475892,4.316138549951569,10.187726203210149,19.16632501904164,2.186051276738094,-1.4552872326068422,-3.4011973816621563,0
점쟁이들,2012-10-03,1.0,코미디,1,0.0,1.0,1,6.171700597410915,40.9916599378905,13.710210040506519,21.107528418356303,12.197818675043829,4.1502984499857725,12.057972789158821,20.94071158657453,2.580216829592325,-1.0986122886681098,-3.4011973816621563,1
인랑,2018-07-25,1.0,기타,1,1.0,0.0,1,6.98933526597456,41.089106187367456,13.707421879808615,21.29325024051895,12.285008587117861,4.247744699462724,12.522742969140666,21.249529104726772,3.214867803470662,-0.456758402495715,-2.3025850929940455,1
타이탄의 분노,2012-03-29,0.0,액션,2,1.0,0.0,1,6.282266746896006,41.1709263168001,13.702372094563938,21.511347217548238,12.386433948948943,4.329564828895368,11.181625827362724,20.259716533653787,3.449987545831587,-0.5108256237659907,-2.3025850929940455,0
그것,2017-09-06,0.0,기타,1,1.0,0.0,1,6.729824070489475,41.13611615804809,13.697161612210973,21.395684767523644,12.319910129948383,4.294754670143359,11.250586200190243,20.22559990995707,3.086486636822455,-2.3025850929940455,-2.708050201102211,0
몬스터 호텔,2013-01-17,0.0,애니메이션,3,1.0,0.0,1,6.192362489474872,40.948987707134314,13.693212972043852,20.995881224800545,12.091536831936896,4.107626219229584,10.886988234103013,19.703706843567872,2.3608540011180215,-1.3217558399823197,-2.3025850929940455,1
메가마인드,2011-01-13,0.0,애니메이션,3,0.0,1.0,1,6.025865973825314,41.305909544162574,13.682528728587917,21.909650116042172,12.626232587095418,4.464548056257845,10.5653762371933,19.790801260771822,3.077312260546414,-1.4552872326068422,-2.708050201102211,1
극장판 헬로카봇 : 백악기 시대,2018-08-01,1.0,애니메이션,3,0.0,1.0,1,6.630683385642372,41.02228420134328,13.681941450342835,20.811384217647937,11.853901828479726,4.180922713438551,11.996844326725148,20.858825483772033,2.1041341542702074,-1.2039728043259361,-2.014903020542265,0
디스 민즈 워,2012-02-29,0.0,액션,1,1.0,0.0,1,5.860786223465865,41.04028150770719,13.680144340220043,21.68133477802181,12.697657344215754,4.198920019802459,10.472685852626894,19.33933468125562,2.151762203259462,-0.7621400520468967,-3.4011973816621563,1
스카이 라인,2010-11-24,0.0,액션,2,0.0,0.0,0,6.066108090103747,41.0025136120744,13.679781323281945,21.387320658963034,12.4302716396686,4.161152124169675,10.936707622437186,19.825376015127564,3.481240089335692,-2.3025850929940455,-3.4011973816621563,0
고死 두 번째 이야기: 교생실습,2010-07-28,1.0,기타,1,0.0,1.0,1,5.768320995793772,40.91907620202936,13.679225663645257,20.866639943247442,11.9959748767362,4.077714714124629,11.502238562915084,20.30725860541039,2.91235066461494,-1.7917594692280554,-3.4011973816621563,1
열한시,2013-11-28,1.0,기타,1,0.0,1.0,1,6.238324625039508,40.951873319338986,13.677150382654435,21.256185578185466,12.348253399351332,4.110511831434252,11.08152697483556,19.871367912469097,3.068052935133617,-0.5679840376059393,-2.014903020542265,0
몬스터 대학교,2013-09-12,0.0,애니메이션,3,1.0,0.0,1,5.942799375126701,40.91445406802322,13.676323200483594,20.966732272356623,12.085141534881389,4.073092580118485,9.206031100388085,17.97817554340844,0.7419373447293773,-1.6094379124341003,-3.4011973816621563,1
개구쟁이 스머프 2,2013-08-01,0.0,애니메이션,3,1.0,0.0,1,6.169610732491456,40.87656016256878,13.676024327577071,20.894769507503163,12.064975562250936,4.035198674664049,11.43017409217326,20.205840147250424,1.9459101490553132,-1.6094379124341003,-2.708050201102211,0
미확인 동영상 : 절대클릭금지,2012-05-30,1.0,기타,1,0.0,1.0,1,5.8888779583328805,40.92562886206096,13.673239370064078,20.77558595397111,11.891279705531723,4.08426737415623,9.723283751713176,18.576405897930144,1.6863989535702288,-0.7621400520468967,-3.4011973816621563,0
오리엔트 특급 살인,2017-11-29,0.0,드라마,2,1.0,0.0,1,6.561030665896573,41.0378692342134,13.670203821591747,21.67662321864434,12.687516831324649,4.1965077463086695,11.454660556838252,20.137804486404107,2.8735646395797834,-1.3217558399823197,-2.014903020542265,1
엑스맨: 다크 피닉스,2019-06-05,0.0,액션,2,1.0,0.0,1,6.898714534329988,41.17854982349398,13.667873286430126,21.500440431068704,12.33518679649178,4.337188335589253,11.716592575783562,20.78512316690117,2.917770732084279,-0.40546510810816444,-3.4011973816621563,0
레전드 오브 타잔,2016-06-29,0.0,액션,2,1.0,0.0,1,6.385194398997726,41.11760678463751,13.662827800212035,21.395902853234915,12.310644350158366,4.276245296732777,11.34498007412078,20.133481057141612,2.803360380906535,-1.4552872326068422,-1.7917594692280554,0
살인의뢰,2015-03-12,1.0,범죄,0,0.0,0.0,0,6.470799503782602,41.087920104046965,13.660002290364943,21.2634581689711,12.215181037894165,4.246558616142237,11.299410410547974,20.243319179220844,3.370738174177447,-0.5679840376059393,-2.708050201102211,1
헝거게임: 모킹제이,2014-11-20,0.0,기타,1,0.0,1.0,1,6.4457198193855785,41.000253640598274,13.658127827350077,21.51876956055297,12.553792108588357,4.158892152693546,11.386817876167614,20.27435748935518,3.095577608523707,-0.5108256237659907,-2.3025850929940455,0
맨 인 블랙: 인터내셔널,2019-06-12,0.0,액션,2,0.0,1.0,1,7.048386408721883,41.15289049048923,13.654214409976145,21.504690763978235,12.387080840241598,4.311529002584497,11.654451068571516,20.694225611920455,3.3978584803966405,-0.3101549283038396,-2.708050201102211,0
좋아해줘,2016-02-17,1.0,멜로/로맨스,2,0.0,1.0,1,6.456769655572163,41.02688259777891,13.650810427847635,21.367352143623357,12.367298239029394,4.185521109874177,11.200021306448395,20.117965600859005,2.5877640352277083,-1.3217558399823197,-3.4011973816621563,0
만추,2011-02-17,1.0,멜로/로맨스,1,0.0,1.0,1,6.095824562432225,40.98457787762839,13.646029804046766,21.600019789723707,12.634218587861396,4.1432163897236585,11.538252022916238,20.408413301232944,3.2308043957334744,-1.3217558399823197,-3.4011973816621563,1
대립군,2017-05-31,1.0,드라마,1,1.0,0.0,1,6.695798917058491,40.9808329097249,13.638176542681359,21.132125312332935,12.1599763496372,4.139471421820169,11.82217331533657,20.50125839002114,3.0587070727153796,-0.456758402495715,-3.4011973816621563,0
존 카터: 바숨 전쟁의 서막,2012-03-08,0.0,기타,2,1.0,0.0,1,6.230481447578482,41.12061737557319,13.638088180568587,21.411901606377256,12.262400992737895,4.279255887668456,10.63938287140979,19.752211321814553,3.1612467120315646,-1.4552872326068422,-2.708050201102211,0
체포왕,2011-05-04,1.0,코미디,1,0.0,1.0,1,6.008813185442595,40.95984737257333,13.631352115127667,21.302927359879842,12.340310663436236,4.118485884668599,10.48097132444235,19.36103169337534,2.468099531471619,-0.5108256237659907,-3.4011973816621563,0
손님,2015-07-09,1.0,기타,1,0.0,1.0,1,6.452048954437226,40.99794440916867,13.6266693946468,21.264406276133077,12.26986401261766,4.156582921263935,11.884261409294144,20.77864519698597,3.288401887516811,-0.06899287148695156,-3.4011973816621563,1
인시디어스 3,2015-07-09,0.0,기타,1,1.0,0.0,1,6.013715156042802,40.9997210936489,13.623765135709924,21.15646408178255,12.163551291249014,4.158359605744169,10.55984107226706,19.481820976341865,1.9878743481543455,-1.6094379124341003,-3.4011973816621563,1
뽀로로 극장판 공룡섬 대모험,2017-12-07,1.0,애니메이션,3,0.0,1.0,1,6.688354713946762,40.96912427223982,13.622021678082419,20.81267664965307,11.833319131378751,4.127762784335087,9.93788897925346,18.783057402180734,1.9021075263969205,-1.0986122886681098,-3.4011973816621563,0
남쪽으로 튀어,2013-02-06,1.0,코미디,1,0.0,1.0,1,6.059123195581797,40.9201350319306,13.61939591237129,21.114895677598103,12.197198385505068,4.078773544025866,10.732912351388622,19.5570366939311,2.1400661634962708,-0.40546510810816444,-2.3025850929940455,1
베이비 드라이버,2017-09-14,0.0,액션,1,1.0,0.0,1,6.656726524178391,41.04433759223973,13.61878861147642,21.59735600534396,12.558931316754686,4.202976104334999,10.854604741562328,19.778995038471532,3.005682604407159,-1.6094379124341003,-3.4011973816621563,1
브리짓 존스의 베이비,2016-09-28,0.0,코미디,1,1.0,0.0,1,6.2324480165505225,41.042852850527694,13.618272298282037,21.694628816082986,12.659975474754631,4.201491362622961,10.6341713366248,19.305209151612658,1.7227665977411035,-1.6094379124341003,-3.4011973816621563,0
레드슈즈,2019-07-25,1.0,애니메이션,3,0.0,1.0,1,6.57507584059962,40.952714448768305,13.614063672455664,21.046009661530963,12.215433693879616,4.111352960863571,10.452620010456705,19.368589941911253,1.9600947840472698,-1.7917594692280554,-3.4011973816621563,0
틴틴 : 유니콘호의 비밀,2011-12-07,0.0,애니메이션,3,0.0,1.0,1,6.467698726104354,41.04930560648305,13.609743900113752,21.52572001056793,12.445184029725922,4.2079441185783235,10.176259012252155,19.241730693614127,2.6878474937846906,-1.0986122886681098,-2.3025850929940455,0
하트 오브 더 씨,2015-12-03,0.0,액션,2,1.0,0.0,1,6.282266746896006,41.05791011682986,13.604487011759804,21.423135383190118,12.334100798069002,4.216548628925128,10.70716934002763,19.785641401276415,2.772588722239781,-0.8362480242006187,-2.708050201102211,0
헝거게임: 더 파이널,2015-11-18,0.0,액션,1,0.0,1.0,1,6.493753839851686,40.94741706817901,13.60071828742661,21.43235695718289,12.46053267676605,4.10605558027428,10.753232416566384,19.692441534182063,2.5726122302071057,-0.5108256237659907,-2.3025850929940455,1
킹스 스피치,2011-03-17,0.0,드라마,2,0.0,0.0,0,5.75890177387728,40.929541504968675,13.600146666468888,21.705432694965555,12.74868468564941,4.088180017063947,10.16627480445489,19.022340179885468,2.7343675094195836,-1.2039728043259361,-2.3025850929940455,1
하늘에서 음식이 내린다면 2,2013-11-21,0.0,애니메이션,3,1.0,0.0,1,6.300785794663244,40.83463502513924,13.592444503647094,20.890645906932125,11.997528255955892,3.9932735372345096,9.362460420037015,18.132111611512514,1.2237754316221157,-1.3217558399823197,-3.4011973816621563,0
카트,2014-11-13,1.0,드라마,2,0.0,0.0,1,6.298949246855942,40.903481614236966,13.591460345757266,21.092398878621175,12.153272953937972,4.0621201263322355,11.523202475131168,20.352408945767213,2.8507065015037334,-1.0986122886681098,-3.4011973816621563,0
A-특공대,2010-06-10,0.0,액션,1,1.0,0.0,1,5.799092654460526,40.91727456951925,13.581271933329184,21.408215509561163,12.443663332591269,4.075913081614517,10.57385217019883,19.453048167617002,2.7212954278522306,-0.6286086594223742,-2.708050201102211,1
화이트: 저주의 멜로디,2011-06-09,1.0,기타,1,0.0,1.0,1,5.720311776607412,40.86441876276544,13.580995090823622,20.812695121772837,11.896662894058556,4.023057274860706,9.830325286907144,18.71499825312109,2.1162555148025524,-2.3025850929940455,-3.4011973816621563,0
상의원,2014-12-24,1.0,기타,1,0.0,1.0,1,6.144185634125646,40.968888370751195,13.57998820444587,21.367238090425168,12.372967486745544,4.12752688284646,11.595122772901604,20.53562564123472,2.2617630984737906,-0.8362480242006187,-2.708050201102211,0
잭 리처,2013-01-17,0.0,액션,1,0.0,1.0,1,6.066108090103747,40.89463697647393,13.572203839367154,21.29281866003134,12.347376876227903,4.0532754885691995,11.227095010548584,20.087120724671752,2.747270914255491,-0.8362480242006187,-2.3025850929940455,1
관능의 법칙,2014-02-13,1.0,드라마,0,0.0,1.0,1,6.3818160174060985,40.90331878237878,13.559321984599855,21.310051056124667,12.350614450487248,4.061957294474054,10.969628301057275,19.81010395511189,2.5649493574615367,-0.916290731874155,-2.708050201102211,1
그랜드 부다페스트 호텔,2014-03-20,0.0,기타,0,1.0,0.0,1,5.123963979403259,40.937769915889945,13.558873561342821,21.98077065422841,13.005795852715085,4.096408427985213,8.99230873254815,17.89748728619251,1.0296194171811581,-1.3217558399823197,-3.4011973816621563,0
푸른소금,2011-08-31,1.0,액션,1,0.0,1.0,1,6.16541785423142,40.89137521584994,13.556349856604502,21.21442259047035,12.248657884620656,4.050013727945206,10.915015734297125,19.80257795174781,3.0301337002713233,-0.6286086594223742,-3.4011973816621563,1
나는 왕이로소이다,2012-08-08,1.0,기타,2,0.0,1.0,1,6.154858094016418,40.81489068485253,13.552808536463298,20.96551674253797,12.083684648294716,3.9735291969477973,11.092306109090387,19.851735732982757,2.2192034840549946,-0.8362480242006187,-3.4011973816621563,1
상류사회,2018-08-29,1.0,드라마,0,0.0,1.0,1,6.7650389767805414,40.9866234997019,13.552120367414542,21.141420598423334,12.108399175353744,4.145262011797171,11.789002964063874,20.552539791607032,3.190476350346503,-0.6286086594223742,-3.4011973816621563,0
뽀로로 극장판 보물섬 대모험,2019-04-25,1.0,애니메이션,3,0.0,1.0,1,6.601230118728877,40.916568914342044,13.549926515570585,20.739630079374408,11.750933983178436,4.075207426437315,9.696463383101802,18.54510337750283,0.4054651081081644,-1.2039728043259361,-3.4011973816621563,0
레슬러,2018-05-09,1.0,드라마,1,0.0,1.0,1,6.863803391452954,41.00655161762326,13.548889144684045,21.054185584850387,11.980106364059045,4.165190129718529,11.061311700836084,20.03792986927413,3.349904087274605,-0.5108256237659907,-3.4011973816621563,0
토르: 마법망치의 전설,2012-02-09,0.0,애니메이션,3,0.0,1.0,1,5.948034989180646,40.85398700763331,13.548042792762732,20.838828631913746,11.893305216707612,4.0126255197285765,8.948585921534317,17.835777916790057,0.9162907318741551,-2.014903020542265,-3.4011973816621563,1
