,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2015-07-09,520,0.126,2332,0.153,362374,0.144,0.188,514382600,514382600 ( 100.0% ),68222,68222 ( 100.0% ),536502600,70756,4,088_공작.xlsx
1,2015-07-10,531,0.123,2373,0.152,369409,0.143,0.259,763451977,249069377 ( 48.4% ),95559,27337 ( 40.1% ),1299954577,166315,4,088_공작.xlsx
2,2015-07-11,711,0.156,3030,0.183,482434,0.177,0.579,2188521128,1425069151 ( 186.7% ),279092,183533 ( 192.1% ),3488475705,445407,2,088_공작.xlsx
3,2015-07-12,777,0.172,3191,0.198,508323,0.192,0.599,2399971700,211450572 ( 9.7% ),304608,25516 ( 9.1% ),5888447405,750015,2,088_공작.xlsx
4,2015-07-13,577,0.144,2606,0.173,428392,0.172,0.189,624664400,-1775307300 ( -74.0% ),80918,-223690 ( -73.4% ),6513111805,830933,2,088_공작.xlsx
5,2015-07-14,591,0.144,2639,0.176,434392,0.175,0.211,701049600,76385200 ( 12.2% ),91487,10569 ( 13.1% ),7214161405,922420,1,088_공작.xlsx
6,2015-07-15,594,0.136,2618,0.173,447430,0.179,0.225,768460300,67410700 ( 9.6% ),100470,8983 ( 9.8% ),7982621705,1022890,1,088_공작.xlsx
7,2015-07-16,583,0.134,2591,0.168,480611,0.188,0.216,794583300,26123000 ( 3.4% ),103958,3488 ( 3.5% ),8777205005,1126848,1,088_공작.xlsx
8,2015-07-17,634,0.142,2839,0.177,524487,0.197,0.304,1291292567,496709267 ( 62.5% ),159334,55376 ( 53.3% ),10068497572,1286182,1,088_공작.xlsx
9,2015-07-18,896,0.186,4036,0.24,746854,0.268,0.527,3166337288,1875044721 ( 145.2% ),393926,234592 ( 147.2% ),13234834860,1680108,1,088_공작.xlsx
10,2015-07-19,931,0.195,4104,0.25,757479,0.278,0.509,3086994900,-79342388 ( -2.5% ),385894,-8032 ( -2.0% ),16321829760,2066002,1,088_공작.xlsx
11,2015-07-20,679,0.159,3268,0.212,615809,0.24,0.19,896575800,-2190419100 ( -71.0% ),117027,-268867 ( -69.7% ),17218405560,2183029,1,088_공작.xlsx
12,2015-07-21,705,0.163,3298,0.214,621066,0.242,0.2,940579200,44003400 ( 4.9% ),124286,7259 ( 6.2% ),18158984760,2307315,1,088_공작.xlsx
13,2015-07-22,561,0.125,2503,0.168,404656,0.164,0.239,724860300,-215718900 ( -22.9% ),96547,-27739 ( -22.3% ),18883845060,2403862,2,088_공작.xlsx
14,2015-07-23,607,0.135,2605,0.174,418001,0.169,0.235,726161200,1300900 ( 0.2% ),98368,1821 ( 1.9% ),19610006260,2502230,2,088_공작.xlsx
15,2015-07-24,624,0.137,2711,0.175,428525,0.168,0.312,1048388421,322227221 ( 44.4% ),133744,35376 ( 36.0% ),20658394681,2635974,2,088_공작.xlsx
16,2015-07-25,731,0.149,3024,0.187,477323,0.18,0.591,2220060817,1171672396 ( 111.8% ),282200,148456 ( 111.0% ),22878455498,2918174,2,088_공작.xlsx
17,2015-07-26,778,0.161,3077,0.195,483371,0.186,0.581,2203590200,-16470617 ( -0.7% ),280848,-1352 ( -0.5% ),25082045698,3199022,2,088_공작.xlsx
18,2015-07-27,681,0.151,2931,0.192,458900,0.183,0.305,1019112500,-1184477700 ( -53.8% ),140084,-140764 ( -50.1% ),26101158198,3339106,2,088_공작.xlsx
19,2015-07-28,713,0.155,2982,0.195,464947,0.185,0.301,1008968600,-10143900 ( -1.0% ),139941,-143 ( -0.1% ),27110126798,3479047,2,088_공작.xlsx
20,2015-07-29,610,0.133,2600,0.165,395539,0.153,0.404,1068940500,59971900 ( 5.9% ),159902,19961 ( 14.3% ),28179067298,3638949,3,088_공작.xlsx
