,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2019-03-06,2017,0.4,11021,0.61,1967212,0.693,0.234,3957930530,3948570530 ( 42185.6% ),461134,460510 ( 73799.7% ),3967290530,461758,1,063_캡틴 마블.xlsx
1,2019-03-07,1997,0.381,10954,0.611,1957169,0.694,0.16,2689305210,-1268625320 ( -32.1% ),312694,-148440 ( -32.2% ),6656595740,774452,1,063_캡틴 마블.xlsx
2,2019-03-08,2014,0.379,11220,0.611,1996701,0.694,0.207,3876308141,1187002931 ( 44.1% ),413068,100374 ( 32.1% ),10532903881,1187520,1,063_캡틴 마블.xlsx
3,2019-03-09,2100,0.361,12039,0.621,2112756,0.702,0.474,9080401749,5204093608 ( 134.3% ),1001712,588644 ( 142.5% ),19613305630,2189232,1,063_캡틴 마블.xlsx
4,2019-03-10,2089,0.363,11734,0.62,2066036,0.702,0.41,7595577580,-1484824169 ( -16.4% ),847394,-154318 ( -15.4% ),27208883210,3036626,1,063_캡틴 마블.xlsx
5,2019-03-11,1915,0.381,10379,0.607,1865227,0.69,0.091,1466548520,-6129029060 ( -80.7% ),170529,-676865 ( -79.9% ),28675431730,3207155,1,063_캡틴 마블.xlsx
6,2019-03-12,1935,0.375,10223,0.604,1832839,0.685,0.075,1183058020,-283490500 ( -19.3% ),137977,-32552 ( -19.1% ),29858489750,3345132,1,063_캡틴 마블.xlsx
7,2019-03-13,1874,0.338,9673,0.565,1749763,0.647,0.072,1086080280,-96977740 ( -8.2% ),126639,-11338 ( -8.2% ),30944570030,3471771,1,063_캡틴 마블.xlsx
8,2019-03-14,1624,0.289,8353,0.472,1539396,0.553,0.076,1000984020,-85096260 ( -7.8% ),116329,-10310 ( -8.1% ),31945554050,3588100,1,063_캡틴 마블.xlsx
9,2019-03-15,1648,0.292,8789,0.481,1609194,0.562,0.108,1629705206,628721186 ( 62.8% ),173930,57601 ( 49.5% ),33575259256,3762030,1,063_캡틴 마블.xlsx
10,2019-03-16,1779,0.266,9428,0.481,1706573,0.563,0.277,4298963163,2669257957 ( 163.8% ),472295,298365 ( 171.5% ),37874222419,4234325,1,063_캡틴 마블.xlsx
11,2019-03-17,1751,0.267,9123,0.48,1660538,0.562,0.22,3282193790,-1016769373 ( -23.7% ),365797,-106498 ( -22.5% ),41156416209,4600122,1,063_캡틴 마블.xlsx
12,2019-03-18,1592,0.295,8043,0.477,1491551,0.559,0.056,699257770,-2582936020 ( -78.7% ),82944,-282853 ( -77.3% ),41855673979,4683066,1,063_캡틴 마블.xlsx
13,2019-03-19,1599,0.29,7813,0.473,1449516,0.555,0.05,609359330,-89898440 ( -12.9% ),72224,-10720 ( -12.9% ),42465033309,4755290,1,063_캡틴 마블.xlsx
14,2019-03-20,729,0.137,2840,0.17,486417,0.184,0.095,395671940,-213687390 ( -35.1% ),46019,-26205 ( -36.3% ),42860705249,4801309,2,063_캡틴 마블.xlsx
15,2019-03-21,738,0.141,2923,0.168,499243,0.181,0.091,388328160,-7343780 ( -1.9% ),45256,-763 ( -1.7% ),43249033409,4846565,2,063_캡틴 마블.xlsx
