,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2013-08-14,623,0.159,3377,0.219,548708,0.214,0.536,1973544000,1971108000 ( 80915.8% ),293917,293511 ( 72293.3% ),2096471000,311907,2,066_숨바꼭질.xlsx
1,2013-08-15,704,0.174,3759,0.238,643618,0.244,0.716,3291474000,1317930000 ( 66.8% ),461073,167156 ( 56.9% ),5387945000,772980,1,066_숨바꼭질.xlsx
2,2013-08-16,717,0.179,3837,0.246,682039,0.262,0.516,2508165000,-783309000 ( -23.8% ),352190,-108883 ( -23.6% ),7896110000,1125170,1,066_숨바꼭질.xlsx
3,2013-08-17,779,0.186,3978,0.251,725985,0.274,0.71,3708474000,1200309000 ( 47.9% ),515323,163133 ( 46.3% ),11604584000,1640493,1,066_숨바꼭질.xlsx
4,2013-08-18,769,0.187,3907,0.253,716958,0.278,0.677,3511194000,-197280000 ( -5.3% ),485621,-29702 ( -5.8% ),15115778000,2126114,1,066_숨바꼭질.xlsx
5,2013-08-19,683,0.183,3758,0.259,707560,0.291,0.359,1738607500,-1772586500 ( -50.5% ),253861,-231760 ( -47.7% ),16854385500,2379975,1,066_숨바꼭질.xlsx
6,2013-08-20,711,0.187,3840,0.264,723419,0.297,0.323,1591201000,-147406500 ( -8.5% ),233644,-20217 ( -8.0% ),18445586500,2613619,1,066_숨바꼭질.xlsx
7,2013-08-21,721,0.192,3902,0.271,749435,0.31,0.277,1417523500,-173677500 ( -10.9% ),207297,-26347 ( -11.3% ),19863110000,2820916,1,066_숨바꼭질.xlsx
8,2013-08-22,623,0.169,3445,0.238,732903,0.3,0.241,1204754500,-212769000 ( -15.0% ),176788,-30509 ( -14.7% ),21067864500,2997704,1,066_숨바꼭질.xlsx
9,2013-08-23,600,0.156,3496,0.234,744081,0.296,0.298,1601579500,396825000 ( 32.9% ),221985,45197 ( 25.6% ),22669444000,3219689,1,066_숨바꼭질.xlsx
10,2013-08-24,659,0.161,3734,0.242,762587,0.295,0.6,3295165000,1693585500 ( 105.7% ),457754,235769 ( 106.2% ),25964609000,3677443,1,066_숨바꼭질.xlsx
11,2013-08-25,633,0.158,3591,0.24,739876,0.294,0.542,2887476500,-407688500 ( -12.4% ),400754,-57000 ( -12.5% ),28852085500,4078197,1,066_숨바꼭질.xlsx
12,2013-08-26,596,0.169,3391,0.241,694721,0.293,0.185,873337000,-2014139500 ( -69.8% ),128240,-272514 ( -68.0% ),29725422500,4206437,1,066_숨바꼭질.xlsx
13,2013-08-27,600,0.168,3380,0.241,694456,0.293,0.177,826699500,-46637500 ( -5.3% ),122749,-5491 ( -4.3% ),30552122000,4329186,1,066_숨바꼭질.xlsx
14,2013-08-28,603,0.17,3372,0.242,690969,0.293,0.163,756312500,-70387000 ( -8.5% ),112918,-9831 ( -8.0% ),31308434500,4442104,2,066_숨바꼭질.xlsx
15,2013-08-29,513,0.142,2668,0.194,530365,0.228,0.175,624445500,-131867000 ( -17.4% ),92563,-20355 ( -18.0% ),31932880000,4534667,3,066_숨바꼭질.xlsx
16,2013-08-30,526,0.141,2751,0.193,541094,0.224,0.217,837593000,213147500 ( 34.1% ),117236,24673 ( 26.7% ),32770473000,4651903,3,066_숨바꼭질.xlsx
17,2013-08-31,540,0.13,2848,0.189,552427,0.218,0.447,1782713500,945120500 ( 112.8% ),247124,129888 ( 110.8% ),34553186500,4899027,2,066_숨바꼭질.xlsx
18,2013-09-01,549,0.133,2800,0.192,544188,0.221,0.365,1452134000,-330579500 ( -18.5% ),198876,-48248 ( -19.5% ),36005320500,5097903,2,066_숨바꼭질.xlsx
19,2013-09-02,506,0.145,2601,0.196,500897,0.222,0.11,377577000,-1074557000 ( -74.0% ),54938,-143938 ( -72.4% ),36382897500,5152841,2,066_숨바꼭질.xlsx
20,2013-09-03,512,0.143,2587,0.195,498164,0.221,0.107,359775500,-17801500 ( -4.7% ),53064,-1874 ( -3.4% ),36742673000,5205905,3,066_숨바꼭질.xlsx
21,2013-09-04,503,0.143,2567,0.195,493807,0.22,0.089,298302500,-61473000 ( -17.1% ),44089,-8975 ( -16.9% ),37040975500,5249994,3,066_숨바꼭질.xlsx
22,2013-09-05,352,0.103,1793,0.134,290575,0.129,0.11,218191500,-80111000 ( -26.9% ),31971,-12118 ( -27.5% ),37259167000,5281965,3,066_숨바꼭질.xlsx
23,2013-09-06,373,0.107,1881,0.136,301332,0.13,0.145,319700500,101509000 ( 46.5% ),43774,11803 ( 36.9% ),37578867500,5325739,4,066_숨바꼭질.xlsx
24,2013-09-07,392,0.101,1966,0.133,313511,0.127,0.322,751714500,432014000 ( 135.1% ),101089,57315 ( 130.9% ),38330582000,5426828,3,066_숨바꼭질.xlsx
25,2013-09-08,387,0.102,1882,0.132,300741,0.126,0.272,603252500,-148462000 ( -19.7% ),81848,-19241 ( -19.0% ),38933834500,5508676,3,066_숨바꼭질.xlsx
26,2013-09-09,367,0.11,1784,0.139,282517,0.129,0.075,144787500,-458465000 ( -76.0% ),21181,-60667 ( -74.1% ),39078622000,5529857,4,066_숨바꼭질.xlsx
27,2013-09-10,360,0.107,1758,0.137,278732,0.129,0.072,135466000,-9321500 ( -6.4% ),19979,-1202 ( -5.7% ),39214088000,5549836,3,066_숨바꼭질.xlsx
28,2013-09-11,314,0.093,1174,0.095,160312,0.077,0.067,72890000,-62576000 ( -46.2% ),10695,-9284 ( -46.5% ),39286978000,5560531,3,066_숨바꼭질.xlsx
29,2013-09-12,115,0.032,272,0.022,33817,0.016,0.081,18977500,-53912500 ( -74.0% ),2732,-7963 ( -74.5% ),39305955500,5563263,9,066_숨바꼭질.xlsx
30,2013-09-13,119,0.032,286,0.022,36277,0.017,0.12,31208000,12230500 ( 64.4% ),4349,1617 ( 59.2% ),39337163500,5567612,9,066_숨바꼭질.xlsx
31,2013-09-14,102,0.026,222,0.016,28497,0.012,0.287,59493000,28285000 ( 90.6% ),8173,3824 ( 87.9% ),39396656500,5575785,8,066_숨바꼭질.xlsx
32,2013-09-15,105,0.027,207,0.015,27296,0.012,0.226,45178500,-14314500 ( -24.1% ),6157,-2016 ( -24.7% ),39441835000,5581942,8,066_숨바꼭질.xlsx
33,2013-09-16,110,0.031,255,0.02,32028,0.015,0.081,18046000,-27132500 ( -60.1% ),2606,-3551 ( -57.7% ),39459881000,5584548,9,066_숨바꼭질.xlsx
34,2013-09-17,56,0.015,126,0.009,15245,0.007,0.143,14944500,-3101500 ( -17.2% ),2182,-424 ( -16.3% ),39474825500,5586730,12,066_숨바꼭질.xlsx
35,2013-09-18,37,0.009,69,0.005,8204,0.004,0.294,17802000,2857500 ( 19.1% ),2416,234 ( 10.7% ),39492627500,5589146,12,066_숨바꼭질.xlsx
36,2013-09-19,34,0.008,61,0.004,7262,0.003,0.427,23435000,5633000 ( 31.6% ),3103,687 ( 28.4% ),39516062500,5592249,11,066_숨바꼭질.xlsx
37,2013-09-20,34,0.008,63,0.004,7215,0.003,0.481,25659500,2224500 ( 9.5% ),3468,365 ( 11.8% ),39541722000,5595717,12,066_숨바꼭질.xlsx
38,2013-09-21,33,0.008,61,0.004,7181,0.003,0.364,19184000,-6475500 ( -25.2% ),2614,-854 ( -24.6% ),39560906000,5598331,12,066_숨바꼭질.xlsx
39,2013-09-22,28,0.006,53,0.004,6144,0.003,0.292,13479500,-5704500 ( -29.7% ),1794,-820 ( -31.4% ),39574385500,5600125,12,066_숨바꼭질.xlsx
40,2013-09-23,45,0.013,102,0.008,12395,0.006,0.066,5675500,-7804000 ( -57.9% ),813,-981 ( -54.7% ),39580061000,5600938,13,066_숨바꼭질.xlsx
41,2013-09-24,43,0.012,87,0.007,10601,0.005,0.065,4990500,-685000 ( -12.1% ),694,-119 ( -14.6% ),39585051500,5601632,17,066_숨바꼭질.xlsx
42,2013-09-25,32,0.009,62,0.005,7528,0.004,0.053,2802000,-2188500 ( -43.9% ),398,-296 ( -42.7% ),39587853500,5602030,21,066_숨바꼭질.xlsx
43,2013-09-26,22,0.006,41,0.003,4541,0.002,0.05,1565000,-1237000 ( -44.1% ),228,-170 ( -42.7% ),39589418500,5602258,34,066_숨바꼭질.xlsx
44,2013-09-27,21,0.006,41,0.003,4591,0.002,0.083,2705500,1140500 ( 72.9% ),382,154 ( 67.5% ),39592124000,5602640,23,066_숨바꼭질.xlsx
45,2013-09-28,18,0.004,30,0.002,3670,0.002,0.121,3454500,749000 ( 27.7% ),445,63 ( 16.5% ),39595578500,5603085,23,066_숨바꼭질.xlsx
46,2013-09-29,18,0.004,26,0.002,3105,0.001,0.145,3455000,500 ( 0.0% ),449,4 ( 0.9% ),39599033500,5603534,23,066_숨바꼭질.xlsx
47,2013-09-30,18,0.005,37,0.003,4235,0.002,0.055,1634000,-1821000 ( -52.7% ),233,-216 ( -48.1% ),39600667500,5603767,26,066_숨바꼭질.xlsx
48,2013-10-01,17,0.005,35,0.003,4087,0.002,0.052,1464500,-169500 ( -10.4% ),214,-19 ( -8.2% ),39602132000,5603981,30,066_숨바꼭질.xlsx
49,2013-10-02,3,0.001,3,0.0,479,0.0,0.033,116000,-1348500 ( -92.1% ),16,-198 ( -92.5% ),39602248000,5603997,57,066_숨바꼭질.xlsx
50,2013-10-03,3,0.001,3,0.0,479,0.0,0.088,274000,158000 ( 136.2% ),42,26 ( 162.5% ),39602522000,5604039,48,066_숨바꼭질.xlsx
51,2013-10-04,2,0.001,2,0.0,305,0.0,0.043,96500,-177500 ( -64.8% ),13,-29 ( -69.0% ),39602618500,5604052,58,066_숨바꼭질.xlsx
52,2013-10-08,1,0.0,1,0.0,153,0.0,0.092,91000,91000 ( 100.0% ),14,14 ( 100.0% ),39602709500,5604066,59,066_숨바꼭질.xlsx
53,2013-10-09,1,0.0,1,0.0,134,0.0,0.112,106000,15000 ( 16.5% ),15,1 ( 7.1% ),39602815500,5604081,62,066_숨바꼭질.xlsx
54,2013-10-10,1,0.0,1,0.0,134,0.0,0.03,24000,-82000 ( -77.4% ),4,-11 ( -73.3% ),39602839500,5604085,69,066_숨바꼭질.xlsx
55,2013-10-11,1,0.0,1,0.0,134,0.0,0.052,52000,28000 ( 116.7% ),7,3 ( 75.0% ),39602891500,5604092,60,066_숨바꼭질.xlsx
56,2013-10-14,1,0.0,1,0.0,134,0.0,0.015,16000,16000 ( 100.0% ),2,2 ( 100.0% ),39602907500,5604094,71,066_숨바꼭질.xlsx
57,2013-10-15,1,0.0,1,0.0,134,0.0,0.045,48000,32000 ( 200.0% ),6,4 ( 200.0% ),39602955500,5604100,66,066_숨바꼭질.xlsx
58,2013-10-16,1,0.0,1,0.0,134,0.0,0.022,22000,-26000 ( -54.2% ),3,-3 ( -50.0% ),39602977500,5604103,63,066_숨바꼭질.xlsx
59,2014-01-15,1,0.0,1,0.0,200,0.0,0.01,12000,12000 ( 100.0% ),2,2 ( 100.0% ),39602989500,5604105,83,066_숨바꼭질.xlsx
60,2014-01-20,1,0.0,1,0.0,200,0.0,0.005,6000,6000 ( 100.0% ),1,1 ( 100.0% ),39602995500,5604106,77,066_숨바꼭질.xlsx
61,2016-11-03,1,0.0,2,0.0,448,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),39602995500,5604106,113,066_숨바꼭질.xlsx
