,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2014-06-25,1512,0.414,6734,0.542,1265397,0.632,0.369,3552580600,3521850600 ( 11460.6% ),467419,464709 ( 17147.9% ),3599964600,471283,1,079_트랜스포머 사라진 시대.xlsx
1,2014-06-26,1543,0.412,6909,0.555,1289808,0.641,0.245,2586771300,-965809300 ( -27.2% ),315479,-151940 ( -32.5% ),6186735900,786762,1,079_트랜스포머 사라진 시대.xlsx
2,2014-06-27,1539,0.412,7135,0.56,1326812,0.645,0.265,3081296600,494525300 ( 19.1% ),352124,36645 ( 11.6% ),9268032500,1138886,1,079_트랜스포머 사라진 시대.xlsx
3,2014-06-28,1602,0.418,7795,0.588,1434860,0.673,0.553,6913595000,3832298400 ( 124.4% ),793451,441327 ( 125.3% ),16181627500,1932337,1,079_트랜스포머 사라진 시대.xlsx
4,2014-06-29,1596,0.424,7536,0.588,1388139,0.673,0.51,6115060200,-798534800 ( -11.6% ),707417,-86034 ( -10.8% ),22296687700,2639754,1,079_트랜스포머 사라진 시대.xlsx
5,2014-06-30,1422,0.394,6361,0.515,1206151,0.605,0.152,1511558900,-4603501300 ( -75.3% ),183906,-523511 ( -74.0% ),23808246600,2823660,1,079_트랜스포머 사라진 시대.xlsx
6,2014-07-01,1425,0.385,6256,0.51,1186625,0.599,0.121,1201842300,-309716600 ( -20.5% ),143339,-40567 ( -22.1% ),25010088900,2966999,1,079_트랜스포머 사라진 시대.xlsx
7,2014-07-02,1339,0.309,5405,0.427,1040357,0.51,0.115,996330300,-205512000 ( -17.1% ),120063,-23276 ( -16.2% ),26006419200,3087062,1,079_트랜스포머 사라진 시대.xlsx
8,2014-07-03,1002,0.273,4267,0.319,827371,0.382,0.132,904453800,-91876500 ( -9.2% ),109156,-10907 ( -9.1% ),26910873000,3196218,2,079_트랜스포머 사라진 시대.xlsx
9,2014-07-04,1001,0.27,4366,0.319,843570,0.382,0.205,1470792984,566339184 ( 62.6% ),173148,63992 ( 58.6% ),28381665984,3369366,2,079_트랜스포머 사라진 시대.xlsx
10,2014-07-05,1098,0.28,4801,0.334,895408,0.387,0.463,3512472799,2041679815 ( 138.8% ),414440,241292 ( 139.4% ),31894138783,3783806,1,079_트랜스포머 사라진 시대.xlsx
11,2014-07-06,1071,0.279,4643,0.333,869063,0.387,0.43,3142753300,-369719499 ( -10.5% ),373433,-41007 ( -9.9% ),35036892083,4157239,1,079_트랜스포머 사라진 시대.xlsx
12,2014-07-07,949,0.262,3967,0.303,740325,0.347,0.095,576954300,-2565799000 ( -81.6% ),70316,-303117 ( -81.2% ),35613846383,4227555,2,079_트랜스포머 사라진 시대.xlsx
13,2014-07-08,959,0.257,3923,0.3,731656,0.343,0.113,654073400,77119100 ( 13.4% ),82557,12241 ( 17.4% ),36267919783,4310112,2,079_트랜스포머 사라진 시대.xlsx
14,2014-07-09,787,0.215,3184,0.238,604673,0.278,0.147,687500300,33426900 ( 5.1% ),88966,6409 ( 7.8% ),36955420083,4399078,2,079_트랜스포머 사라진 시대.xlsx
15,2014-07-10,527,0.145,1886,0.139,306459,0.137,0.153,369608900,-317891400 ( -46.2% ),46874,-42092 ( -47.3% ),37325028983,4445952,3,079_트랜스포머 사라진 시대.xlsx
16,2014-07-11,555,0.147,1967,0.141,316321,0.138,0.223,574446836,204837936 ( 55.4% ),70634,23760 ( 50.7% ),37899475819,4516586,3,079_트랜스포머 사라진 시대.xlsx
17,2014-07-12,608,0.154,2270,0.155,374437,0.157,0.544,1649460426,1075013590 ( 187.1% ),203761,133127 ( 188.5% ),39548936245,4720347,3,079_트랜스포머 사라진 시대.xlsx
18,2014-07-13,601,0.154,2230,0.157,366162,0.158,0.518,1529104000,-120356426 ( -7.3% ),189552,-14209 ( -7.0% ),41078040245,4909899,3,079_트랜스포머 사라진 시대.xlsx
19,2014-07-14,512,0.143,1848,0.139,296760,0.135,0.091,216752800,-1312351200 ( -85.8% ),26863,-162689 ( -85.8% ),41294793045,4936762,3,079_트랜스포머 사라진 시대.xlsx
20,2014-07-15,514,0.142,1811,0.136,290887,0.133,0.088,202774700,-13978100 ( -6.4% ),25487,-1376 ( -5.1% ),41497567745,4962249,4,079_트랜스포머 사라진 시대.xlsx
21,2014-07-16,451,0.121,1499,0.109,232860,0.103,0.098,164530300,-38244400 ( -18.9% ),22803,-2684 ( -10.5% ),41662098045,4985052,4,079_트랜스포머 사라진 시대.xlsx
22,2014-07-17,435,0.11,1480,0.106,227822,0.1,0.093,155363700,-9166600 ( -5.6% ),21219,-1584 ( -6.9% ),41817461745,5006271,4,079_트랜스포머 사라진 시대.xlsx
23,2014-07-18,431,0.111,1505,0.106,229983,0.099,0.134,237548900,82185200 ( 52.9% ),30863,9644 ( 45.4% ),42055010645,5037134,4,079_트랜스포머 사라진 시대.xlsx
24,2014-07-19,533,0.13,1835,0.123,284945,0.117,0.328,716034100,478485200 ( 201.4% ),93505,62642 ( 203.0% ),42771044745,5130639,3,079_트랜스포머 사라진 시대.xlsx
25,2014-07-20,522,0.129,1764,0.122,275011,0.117,0.322,674700700,-41333400 ( -5.8% ),88663,-4842 ( -5.2% ),43445745445,5219302,3,079_트랜스포머 사라진 시대.xlsx
26,2014-07-21,422,0.114,1459,0.107,221186,0.099,0.078,126880500,-547820200 ( -81.2% ),17280,-71383 ( -80.5% ),43572625945,5236582,4,079_트랜스포머 사라진 시대.xlsx
27,2014-07-22,425,0.111,1460,0.107,220708,0.099,0.084,134876700,7996200 ( 6.3% ),18584,1304 ( 7.5% ),43707502645,5255166,4,079_트랜스포머 사라진 시대.xlsx
28,2014-07-23,137,0.038,245,0.018,30076,0.013,0.124,27081000,-107795700 ( -79.9% ),3719,-14865 ( -80.0% ),43734583645,5258885,6,079_트랜스포머 사라진 시대.xlsx
29,2014-07-24,131,0.036,231,0.016,27938,0.012,0.138,28238300,1157300 ( 4.3% ),3853,134 ( 3.6% ),43762821945,5262738,6,079_트랜스포머 사라진 시대.xlsx
30,2014-07-25,120,0.033,220,0.015,26404,0.011,0.18,36204600,7966300 ( 28.2% ),4750,897 ( 23.3% ),43799026545,5267488,6,079_트랜스포머 사라진 시대.xlsx
31,2014-07-26,113,0.03,197,0.013,23770,0.01,0.381,70452200,34247600 ( 94.6% ),9047,4297 ( 90.5% ),43869478745,5276535,6,079_트랜스포머 사라진 시대.xlsx
32,2014-07-27,114,0.031,201,0.014,24928,0.01,0.381,72270100,1817900 ( 2.6% ),9489,442 ( 4.9% ),43941748845,5286024,6,079_트랜스포머 사라진 시대.xlsx
33,2014-07-28,123,0.035,221,0.016,27028,0.012,0.16,31261300,-41008800 ( -56.7% ),4318,-5171 ( -54.5% ),43973010145,5290342,6,079_트랜스포머 사라진 시대.xlsx
34,2014-07-29,126,0.035,214,0.015,26407,0.011,0.179,33826200,2564900 ( 8.2% ),4714,396 ( 9.2% ),44006836345,5295056,7,079_트랜스포머 사라진 시대.xlsx
35,2014-07-30,13,0.004,23,0.002,3019,0.001,0.221,4996800,-28829400 ( -85.2% ),667,-4047 ( -85.9% ),44011833145,5295723,19,079_트랜스포머 사라진 시대.xlsx
36,2014-07-31,1,0.0,1,0.0,103,0.0,0.447,335000,-4661800 ( -93.3% ),46,-621 ( -93.1% ),44012168145,5295769,49,079_트랜스포머 사라진 시대.xlsx
37,2014-08-01,1,0.0,1,0.0,103,0.0,0.65,584700,249700 ( 74.5% ),67,21 ( 45.7% ),44012752845,5295836,33,079_트랜스포머 사라진 시대.xlsx
38,2014-08-13,2,0.001,2,0.0,216,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,78,079_트랜스포머 사라진 시대.xlsx
39,2014-08-26,1,0.0,1,0.0,297,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,109,079_트랜스포머 사라진 시대.xlsx
40,2014-08-27,1,0.0,1,0.0,297,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,106,079_트랜스포머 사라진 시대.xlsx
41,2014-08-28,1,0.0,1,0.0,369,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,99,079_트랜스포머 사라진 시대.xlsx
42,2014-08-29,1,0.0,1,0.0,369,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,102,079_트랜스포머 사라진 시대.xlsx
43,2014-10-01,1,0.0,1,0.0,126,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,97,079_트랜스포머 사라진 시대.xlsx
44,2014-10-27,1,0.0,2,0.0,762,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,94,079_트랜스포머 사라진 시대.xlsx
45,2014-10-28,1,0.0,2,0.0,762,0.0,0.0,0,0 ( 0.0% ),0,0 ( 0.0% ),44012752845,5295836,102,079_트랜스포머 사라진 시대.xlsx
