,날짜,스크린수,스크린점유율,상영횟수,상영점유율,좌석수,좌석점유율,좌석판매율,매출액,매출액증감(전일대비),관객수,관객수증감(전일대비),누적매출액,누적관객수,순위,영화이름
0,2015-11-18,712,0.137,1708,0.121,306797,0.13,0.3,733283800,733283800 ( 100.0% ),91947,91947 ( 100.0% ),922066800,113784,2,045_내부자들.xlsx
1,2015-11-19,907,0.231,4418,0.305,814610,0.339,0.284,1756744300,1023460500 ( 139.6% ),230949,139002 ( 151.2% ),2678811100,344733,1,045_내부자들.xlsx
2,2015-11-20,954,0.235,4638,0.31,850844,0.343,0.333,2321271547,564527247 ( 32.1% ),283518,52569 ( 22.8% ),5000082647,628251,1,045_내부자들.xlsx
3,2015-11-21,1072,0.254,5334,0.34,994445,0.383,0.492,4084563413,1763291866 ( 76.0% ),489503,205985 ( 72.7% ),9084646060,1117754,1,045_내부자들.xlsx
4,2015-11-22,1075,0.258,5262,0.346,980417,0.39,0.498,4078858500,-5704913 ( -0.1% ),488052,-1451 ( -0.3% ),13163504560,1605806,1,045_내부자들.xlsx
5,2015-11-23,1017,0.263,4947,0.348,928906,0.394,0.228,1617876700,-2460981800 ( -60.3% ),211777,-276275 ( -56.6% ),14781381260,1817583,1,045_내부자들.xlsx
6,2015-11-24,1021,0.255,4950,0.35,930550,0.397,0.21,1483958000,-133918700 ( -8.3% ),194968,-16809 ( -7.9% ),16265339260,2012551,1,045_내부자들.xlsx
7,2015-11-25,963,0.217,4382,0.292,862099,0.347,0.291,1568996700,85038700 ( 5.7% ),251123,56155 ( 28.8% ),17834335960,2263674,1,045_내부자들.xlsx
8,2015-11-26,990,0.212,4559,0.303,894580,0.359,0.211,1448889000,-120107700 ( -7.7% ),189116,-62007 ( -24.7% ),19283224960,2452790,1,045_내부자들.xlsx
9,2015-11-27,1049,0.223,4909,0.318,969517,0.38,0.255,2034010295,585121295 ( 40.4% ),247340,58224 ( 30.8% ),21317235255,2700130,1,045_내부자들.xlsx
10,2015-11-28,1129,0.232,5697,0.347,1142784,0.424,0.406,3898381782,1864371487 ( 91.7% ),464510,217170 ( 87.8% ),25215617037,3164640,1,045_내부자들.xlsx
11,2015-11-29,1113,0.229,5556,0.347,1115449,0.424,0.381,3549308600,-349073182 ( -9.0% ),424786,-39724 ( -8.6% ),28764925637,3589426,1,045_내부자들.xlsx
12,2015-11-30,1032,0.231,5050,0.344,1008687,0.415,0.155,1183646100,-2365662500 ( -66.7% ),156639,-268147 ( -63.1% ),29948571737,3746065,1,045_내부자들.xlsx
13,2015-12-01,1046,0.231,4999,0.347,996627,0.417,0.137,1035230900,-148415200 ( -12.5% ),136675,-19964 ( -12.7% ),30983802637,3882740,1,045_내부자들.xlsx
14,2015-12-02,1024,0.235,5030,0.35,1013586,0.424,0.135,1041282500,6051600 ( 0.6% ),136712,37 ( 0.0% ),32025085137,4019452,1,045_내부자들.xlsx
15,2015-12-03,972,0.211,4658,0.314,922319,0.375,0.143,1003039300,-38243200 ( -3.7% ),131521,-5191 ( -3.8% ),33028124437,4150973,1,045_내부자들.xlsx
16,2015-12-04,970,0.211,4852,0.318,966308,0.383,0.172,1368116808,365077508 ( 36.4% ),165925,34404 ( 26.2% ),34396241245,4316898,1,045_내부자들.xlsx
17,2015-12-05,1022,0.208,5308,0.325,1057795,0.395,0.316,2808204322,1440087514 ( 105.3% ),334093,168168 ( 101.4% ),37204445567,4650991,1,045_내부자들.xlsx
18,2015-12-06,1015,0.208,5171,0.325,1031208,0.395,0.291,2514431900,-293772422 ( -10.5% ),299851,-34242 ( -10.2% ),39718877467,4950842,1,045_내부자들.xlsx
19,2015-12-07,960,0.218,4699,0.325,936315,0.391,0.111,785149500,-1729282400 ( -68.8% ),103494,-196357 ( -65.5% ),40504026967,5054336,1,045_내부자들.xlsx
20,2015-12-08,976,0.215,4667,0.323,924880,0.388,0.109,758448400,-26701100 ( -3.4% ),100716,-2778 ( -2.7% ),41262475367,5155052,1,045_내부자들.xlsx
